Kernel_ID,Usage_Count,Activity_Sum,Status
164,19100,3607.0707703956023,Active
165,6330,1056.171772989993,Active
166,5317,912.237321841366,Active
167,18473,4060.384627903141,Active
168,121779,61574.63310654497,Active
169,43177,9433.182616821257,Active
170,3378,523.7754894190618,Active
171,90376,78137.62061896527,Active
172,7990,1391.0798501523636,Active
173,71400,22843.665630531294,Active
174,37335,8685.185476233444,Active
175,3369,499.0682364288451,Active
176,5058,805.9715861336973,Active
177,5617,932.5292536571926,Active
178,4882,818.8348886456655,Active
179,3710,568.3013052660956,Active
180,4381,646.621150143971,Active
181,5243,846.6999075456366,Active
182,3233,498.7958507456425,Active
183,7831,1478.2437127565918,Active
184,3989,597.143172762973,Active
185,7021,1100.779980679469,Active
186,105988,31102.704540130184,Active
187,15618,3820.1550860872344,Active
188,114855,73929.80775363365,Active
189,84840,69182.83538103622,Active
190,11954,2100.448864110116,Active
191,13324,2106.503817325245,Active
192,16551,4313.443732725482,Active
193,57110,14029.351993320694,Active
194,57328,11638.352228423375,Active
195,3551,533.3333766495272,Active
196,7130,1103.0090941777744,Active
197,9396,1441.4518798063698,Active
198,3891,645.1821697443856,Active
199,4283,642.1946294132188,Active
200,11904,2642.3415157653035,Active
201,3146,468.6007236602243,Active
202,3364,509.53722513740973,Active
203,4675,767.5418700169618,Active
204,4070,636.975113128291,Active
205,14679,3311.220428169488,Active
206,72686,15701.358702345762,Active
207,22044,3466.0814911634484,Active
208,16550,4294.695418662434,Active
209,5670,962.6401702961913,Active
210,4067,659.1330414803543,Active
211,58170,11794.375997259976,Active
212,54432,12337.102946590263,Active
213,5099,883.5796483093532,Active
214,87428,65891.0339754198,Active
215,15676,3833.915560917878,Active
216,3620,561.2457488032217,Active
217,7666,1175.3596748611374,Active
218,4930,797.5006177364592,Active
219,13455,2893.646056777478,Active
220,103422,29838.309988052624,Active
221,9676,1581.9591861543777,Active
222,7707,1289.2016955707254,Active
223,4506,600.6118996859026,Active
224,6371,966.8726799202185,Active
225,4892,718.092965708854,Active
226,8854,1535.3352849413316,Active
227,7480,1264.3443424512568,Active
228,97899,29698.768156091035,Active
229,3061,456.0319055941587,Active
230,37925,6879.966285161922,Active
231,4297,620.0491830507748,Active
232,5272,830.8645642228155,Active
233,10852,1886.226188083124,Active
234,75425,19557.998386656058,Active
235,11070,2152.298015468644,Active
236,9192,1509.4922140626159,Active
237,4970,775.908140590322,Active
238,3761,543.4119604169828,Active
239,3403,509.5729188751181,Active
240,99182,25343.081959215157,Active
241,19304,3928.3291496137444,Active
242,12452,2231.140315421649,Active
243,3581,518.3824404258979,Active
244,3946,578.5429596150044,Active
245,6478,1087.7606717260971,Active
246,10002,2168.8324614940434,Active
247,17342,4449.879189277875,Active
248,21881,4167.494410051471,Active
249,3179,461.7097427827291,Active
250,4299,648.0461481768489,Active
251,3213,476.3134956264031,Active
252,78431,58803.970378821425,Active
253,142055,90113.69958413104,Active
254,4746,733.9422002215002,Active
255,4033,641.9232262435465,Active
256,4028,633.8666441893741,Active
