Kernel_ID,Usage_Count,Activity_Sum,Status
1,115332,74487.91167474442,Active
2,3864,577.7632977300067,Active
3,3786,579.4598783207675,Active
4,4219,671.890654868522,Active
5,105046,88907.78163357102,Active
6,9264,1555.8049504640232,Active
7,4517,732.8595446678736,Active
8,5825,947.6707579895314,Active
9,5883,889.9059899776285,Active
10,4700,734.4833506111498,Active
11,3747,548.1245132632819,Active
12,4595,721.1979829174577,Active
13,30565,6606.019252099756,Active
14,3615,544.79689535248,Active
15,3910,607.6836771523878,Active
16,6921,1039.1608635161947,Active
17,101121,51069.45149769484,Active
18,124539,40092.177029710365,Active
19,12666,3027.645696015569,Active
20,3688,540.0219533371355,Active
21,32902,6439.425696765203,Active
22,12356,2143.128275851171,Active
23,83739,23867.896703720828,Active
24,112143,29148.051405802522,Active
25,6123,1028.5250255931942,Active
26,71412,41010.87124651426,Active
27,36626,7626.719417592688,Active
28,3671,571.9325539869054,Active
29,53168,11310.30879744845,Active
30,6053,1001.1575207565968,Active
31,3381,499.17491048460977,Active
32,112993,42059.10741757681,Active
33,3768,619.4710948312062,Active
34,13104,2200.0607149167067,Active
35,3817,590.959726128934,Active
36,3619,557.3447096696677,Active
37,5202,778.9593835512591,Active
38,9516,1626.6323930203102,Active
39,5619,926.8753526485907,Active
40,5231,878.3655979264772,Active
41,152747,51794.97327985712,Active
42,91479,65102.94325443486,Active
43,3839,602.7215809042507,Active
44,4482,665.5039768827218,Active
45,3619,535.2822924374923,Active
46,4603,725.6872573178322,Active
47,5086,842.956043097313,Active
48,6563,1098.1355390503738,Active
49,16465,3831.8886034499,Active
50,3323,485.20639031329955,Active
51,13410,3198.629143046498,Active
52,10368,1776.4695317876133,Active
53,2879,426.7941658688,Active
54,6142,1137.9757709876123,Active
55,2864,418.51221375911757,Active
56,49876,11379.368761735603,Active
57,14915,2436.271304784886,Active
58,114489,18712.17839051535,Active
59,4173,650.3060522048773,Active
60,11402,2031.8335598251106,Active
61,14357,3532.6722134730767,Active
62,4291,697.9397139067576,Active
63,36465,7009.9358638667645,Active
64,5254,698.8047752801855,Active
65,2683,397.8035319503597,Active
66,3283,477.7264293501331,Active
67,14761,2531.584408656433,Active
68,3291,481.8403741688119,Active
69,10356,2175.2654833050283,Active
70,3194,471.8340101375165,Active
71,45614,9784.28813065031,Active
72,3497,515.4516855966054,Active
73,25482,5257.523940446446,Active
74,108335,42926.09622633976,Active
75,6901,1179.1537541556124,Active
76,4013,593.479745679563,Active
77,6964,1155.5391790224664,Active
78,3977,620.9743749291941,Active
79,3383,541.9527065493436,Active
80,4224,630.8995077548624,Active
81,5257,769.1800168968784,Active
82,3866,565.5874677320904,Active
83,4574,743.4203289732279,Active
84,128954,63601.32811495689,Active
85,7157,1172.9992560552748,Active
86,9998,1713.1564985749883,Active
87,3660,571.3595778223679,Active
88,11287,1965.8334748725993,Active
89,98915,22982.183320353884,Active
90,10335,1794.1609885508242,Active
91,5834,963.4940655028356,Active
92,4623,718.8566819180651,Active
93,48524,9493.13571627725,Active
94,3671,580.5178788334745,Active
95,101699,64924.957568130434,Active
96,3434,503.1909818986042,Active
97,37791,6590.721813049304,Active
98,8538,1464.247188613408,Active
99,5609,908.5206530916754,Active
100,2552,368.1721346105728,Active
101,4806,764.3301388886273,Active
102,29645,5407.8578097512855,Active
103,11466,1754.5513444436492,Active
104,3553,553.996124777674,Active
105,5912,971.4667736374325,Active
106,2993,465.7749724553905,Active
107,3551,532.2322755754432,Active
108,18788,4901.406546798545,Active
109,4678,739.9013811554794,Active
110,8062,1371.8503008651849,Active
111,3364,509.12556779120126,Active
112,4164,625.6510077798074,Active
113,65895,15092.191032927854,Active
114,3753,561.8044828106114,Active
115,3461,507.73737750436806,Active
116,5263,850.6943249432048,Active
117,5431,878.8906449064051,Active
118,147352,37108.04549901439,Active
119,117350,34539.183412292565,Active
120,4941,729.4022624410413,Active
121,129955,48099.52480304858,Active
122,10105,1746.9405165711248,Active
123,3673,573.3197182917617,Active
124,7159,1205.1170947448682,Active
125,108631,33058.94869752945,Active
126,3535,554.3914582176964,Active
127,3316,490.28226777962556,Active
128,7822,1333.1764445943725,Active
129,5164,816.0245011660868,Active
130,5715,977.7066682006191,Active
131,9362,1809.5262850641175,Active
132,9489,690.6990865827983,Active
133,3135,465.5079582401117,Active
134,5074,862.1963058397246,Active
135,4947,698.7801891711175,Active
136,155019,46161.417396051,Active
137,7651,1300.730218376419,Active
138,30274,5650.915918598615,Active
139,22657,4193.000835429825,Active
140,13478,2713.857385579157,Active
141,4138,618.955703206416,Active
142,56404,11924.568811578396,Active
143,3039,447.66165114232393,Active
144,4017,630.9761234111328,Active
145,3851,605.8065286624814,Active
146,5489,898.1873560555525,Active
147,21657,3947.75049566102,Active
148,8777,1305.9040051334794,Active
149,35814,8144.764465729507,Active
150,4805,771.6618511074855,Active
151,27863,6881.948733900733,Active
152,3334,502.0625828811967,Active
153,12536,2743.847032520218,Active
154,3285,493.0807253286568,Active
155,3172,488.13285996522023,Active
156,3993,620.8838575989727,Active
157,3581,579.4429896477933,Active
158,8026,1547.7234144903334,Active
159,14293,2560.2183130649946,Active
160,7643,1283.4621945752895,Active
161,3755,571.2973628056452,Active
162,6251,1027.0109440618967,Active
163,97367,20567.503768112798,Active
